Pos_TX	Vel_TX	Acc_TX	Pos_TY	Vel_TY	Acc_TY	Pos_TZ	Vel_TZ	Acc_TZ
-1.085354120268859690e+00	-2.787612424219308715e-02	5.894149485408436973e-02	-3.802938852055443020e-01	-1.031828456712584469e-01	-1.166828828011818447e-01	8.070978735011615779e-01	-3.546866513565651718e-02	-5.541439718088196631e-02
-1.290038303376115136e+00	-2.085514085091839109e-01	-2.528182737882788134e-01	-6.925754316149896894e-01	-4.419763268293531722e-01	-4.931164530560897541e-01	6.297797580393430517e-01	-1.966330454030499886e-01	-3.342529494413386537e-01
-1.058377725080980714e+00	-6.238362931488689034e-04	1.096470909794308446e-01	-3.012987313634278852e-01	-1.834994170687077181e-02	-2.063350874812389102e-02	7.517117242451303305e-01	-8.562037054794854884e-02	-1.418827548210951917e-01
-1.202642702371816918e+00	-1.274111779132047761e-01	-1.086593426229752468e-01	-3.075567285490710123e-01	-2.544509141346526504e-02	-2.835130744229613989e-02	8.115180431501444192e-01	-3.111188362348871542e-02	-4.728068695213668432e-02
-1.139727536632793692e+00	-6.966351908921432357e-02	-6.769069075425761944e-03	-3.288304705311907994e-01	-4.876621101269905389e-02	-5.334393591423317038e-02	9.935513242102429476e-01	1.345714856126675185e-01	2.398580338715847748e-01
-1.264225528303045687e+00	-1.787609961152984428e-01	-1.943956767862445312e-01	-9.469027004480654042e-02	2.047081823062891770e-01	2.291062816009176994e-01	1.144294476055502052e+00	2.718011993432698503e-01	4.775012079190418812e-01
-1.278011155578660851e+00	-1.892260184073576990e-01	-2.108772565063760374e-01	-1.516628830922348292e-01	1.427581327958678814e-01	1.605351919232852198e-01	1.294152508240111743e+00	4.082284761781950211e-01	7.139621785766293582e-01
-1.128293382123376709e+00	-5.404803388083136151e-02	2.528616082621880715e-02	-1.855083438665408035e-01	1.059282833493830345e-01	1.199580941526881134e-01	1.103704889923888821e+00	2.351512309224298714e-01	4.140543409762725280e-01
-1.292393018731675225e+00	-1.982760872179505363e-01	-2.233159715131176060e-01	-2.402474062372920993e-01	4.643242238418533036e-02	5.368307705407658614e-02	5.209692023414864703e-01	-2.947054742468276922e-01	-5.037294817015395276e-01
-1.229030865829459973e+00	-1.399058678912009634e-01	-1.204477599482050854e-01	-2.800979290504881369e-01	3.071963398324834092e-03	5.179342092218850585e-03	8.519848170000436927e-01	6.468679209911216629e-03	1.772592064920645513e-02
